user_id,gender,age_group,country,profession,education_level,tech_experience_level,ai_tool_primary,purpose_of_ai_use,hours_spent_per_day_on_ai,frequency_of_use_weekly,months_using_ai,task_complexity_level,verification_frequency,confidence_in_ai_outputs,critical_thinking_self_rating,privacy_awareness_level,shares_personal_info_with_ai,reads_ai_related_news,critical_thinking_risk_score,ai_overdependence_risk,incorrect_info_risk_score,privacy_concern_level
USER_00132,Male,46-55,Netherlands,Project Manager,Master Degree,Intermediate,Notion AI,Work Tasks,3.78,5-6 times/week,11,Moderate,Often,6,8,7,Sometimes,Sometimes,4.4,6,4.5,7
USER_00133,Female,55-65,Sweden,Doctor,PhD,Advanced,ChatGPT,Research,2.12,1-2 times/week,6,Complex,Always,4,9,9,Never,Often,2.7,3.5,3.2,9.3
USER_00134,Male,26-35,Singapore,Content Creator,Bachelor Degree,Advanced,DALL-E,Creative Projects,5.23,Daily,16,Complex,Often,9,6,4,Sometimes,Often,4.7,7.6,5.3,5
USER_00135,Female,36-45,UAE,Marketing Manager,Master Degree,Intermediate,Copy.ai,Content Creation,4.01,5-6 times/week,14,Complex,Sometimes,7,7,6,Sometimes,Often,5.1,6.5,5.6,6.4
USER_00136,Male,18-25,USA,Student,High School,Beginner,ChatGPT,Learning,2.78,Daily,4,Simple,Rarely,9,2,1,Often,Never,9.1,4.9,9.3,1.9
USER_00137,Female,46-55,Canada,Consultant,Bachelor Degree,Advanced,Perplexity,Business Analysis,3.56,5-6 times/week,12,Complex,Sometimes,6,7,8,Sometimes,Often,4.9,6.1,5.2,8.2
USER_00138,Male,55-65,UK,Accountant,Professional Certification,Intermediate,Copilot,Work Tasks,1.89,1-2 times/week,5,Moderate,Often,5,6,7,Rarely,Rarely,4.8,3.2,4.8,7.3
USER_00139,Female,26-35,Germany,Researcher,PhD,Expert,Claude,Research,5.45,Daily,24,Very Complex,Always,5,9,8,Never,Daily,2.5,7.7,2.9,8.6
USER_00140,Male,36-45,Australia,Entrepreneur,Bachelor Degree,Advanced,Multiple Tools,Business Analysis,6.34,Daily,17,Very Complex,Often,8,8,6,Sometimes,Daily,4.1,8.4,4.8,6.9
USER_00141,Female,18-25,India,Student,Some College,Intermediate,ChatGPT,Academic Work,3.12,Daily,8,Moderate,Sometimes,6,6,4,Sometimes,Sometimes,5.6,5.5,5.9,4.5
